Date,AveragePrice,TotalVolume,Plu4046,Plu4225,Plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,Type,Year,Region,,Type,Organic,,
7/19/2020,2.238549337,13833.65,286.55,5338.96,2.95,8205.19,0,0,0,Organic,2020,HartfordSpringfield,,,,,
7/26/2020,1.430643398,379551.05,9861.16,290080.66,7610.06,68403.61,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
7/26/2020,1.996952295,15648.02,334.11,5746.75,2.24,9564.93,0,0,0,Organic,2020,HartfordSpringfield,,,,,
8/2/2020,1.307717148,394455.44,9916.52,305186.1,8142.21,68659.2,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
8/2/2020,2.179105316,10431.99,287.28,3119.36,0,7025.35,0,0,0,Organic,2020,HartfordSpringfield,,,,,
8/9/2020,1.295305033,377973.39,9864.86,271044.53,5532.53,87569.5,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
8/9/2020,2.178703336,10681.77,362.25,3251.72,0,7067.79,0,0,0,Organic,2020,HartfordSpringfield,,,,,
8/16/2020,1.368951828,402269.42,9395.08,288564.89,3593.86,96335.55,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
8/16/2020,2.12088646,12609.11,298.35,5312.68,0,6998.07,0,0,0,Organic,2020,HartfordSpringfield,,,,,
8/23/2020,1.404821791,357589.12,9763.58,271100.21,2884.98,69737.85,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
8/23/2020,2.189382669,13098.52,298.5,5387.51,0,7412.51,0,0,0,Organic,2020,HartfordSpringfield,,,,,
8/30/2020,1.391175819,348895.55,8978.48,257931.32,7140.73,70288.8,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
8/30/2020,2.263320883,14060.64,223.7,6196.15,0,7640.8,0,0,0,Organic,2020,HartfordSpringfield,,,,,
9/6/2020,1.2357435,406346.4,9562.33,322338.79,6824.55,63786.02,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
9/6/2020,2.227442029,14675.09,252.84,5793.11,0,8629.14,0,0,0,Organic,2020,HartfordSpringfield,,,,,
9/13/2020,1.316290566,333763.45,8826.66,251300.45,3429.92,67350.14,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
9/13/2020,2.198705393,15017.83,480.34,6754.99,2.24,7778.78,0,0,0,Organic,2020,HartfordSpringfield,,,,,
9/20/2020,1.315196073,324742.14,10809.92,244480.48,1729.37,63885.01,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
9/20/2020,2.072455193,16957.13,731.55,9199.91,5.93,7017.64,0,0,0,Organic,2020,HartfordSpringfield,,,,,
9/27/2020,1.275817808,334220.11,8729.31,256393.11,1216.57,61634.01,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
9/27/2020,2.081723627,16326.9,625.5,8545.52,0,7149.75,0,0,0,Organic,2020,HartfordSpringfield,,,,,
10/4/2020,1.203205984,363925.75,9317.71,287850.88,616.88,60620.18,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
10/4/2020,2.073557859,13584.28,559.56,5247.57,1.12,7776.02,0,0,0,Organic,2020,HartfordSpringfield,,,,,
10/11/2020,1.323993998,323870,7906.94,245523.04,369.5,66544.65,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
10/11/2020,2.13944689,13308.35,329,4971.36,0,8002.03,0,0,0,Organic,2020,HartfordSpringfield,,,,,
10/18/2020,1.319686643,307594.58,8533.81,230444.95,242.73,61729.7,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
10/18/2020,2.148749447,11744.14,305.46,4445.33,0,6917.31,0,0,0,Organic,2020,HartfordSpringfield,,,,,
10/25/2020,1.311641057,320196.86,8140.27,238042.35,136.55,68166.77,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
10/25/2020,1.978475888,15120.02,1290.3,6557.21,8,6823.34,0,0,0,Organic,2020,HartfordSpringfield,,,,,
11/1/2020,1.212974969,360619.47,7974.28,286086.13,324.25,57907.42,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
11/1/2020,1.788823636,14498.34,389.88,5575.04,0,8473.78,0,0,0,Organic,2020,HartfordSpringfield,,,,,
11/8/2020,1.324688925,306667.44,6555.5,232323.57,649.27,63837.79,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
11/8/2020,2.05434742,15626.25,300.43,5627.76,0,9581.74,0,0,0,Organic,2020,HartfordSpringfield,,,,,
11/15/2020,1.311343881,328555.61,8378.02,233519.08,383.03,82138.01,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
11/15/2020,2.074512649,14143.6,258.32,4934.99,0,8826.62,0,0,0,Organic,2020,HartfordSpringfield,,,,,
11/22/2020,1.25947462,325186.84,9554.91,230768.02,396.91,79116.02,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
11/22/2020,2.060175519,12843.45,277.68,4374.88,0,8116.4,0,0,0,Organic,2020,HartfordSpringfield,,,,,
11/29/2020,1.243408768,282974.93,8011.06,204551.01,241.06,65102.48,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
11/29/2020,1.955456025,11832.43,225.35,4530.14,0,7062.04,0,0,0,Organic,2020,HartfordSpringfield,,,,,
12/6/2020,1.289424376,319393.05,9583.52,229077.29,272.45,73702.61,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
12/6/2020,2.115452908,11829.03,243.57,4571.26,0,7011.22,0,0,0,Organic,2020,HartfordSpringfield,,,,,
12/13/2020,1.253555837,333530.24,8020.09,239262.04,133.45,79835.66,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
12/13/2020,1.913132628,15708.85,271.72,4578.06,6.71,10852.36,0,0,0,Organic,2020,HartfordSpringfield,,,,,
12/20/2020,1.306086526,314374.31,8181.15,228251.21,164.32,72955.9,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
12/20/2020,2.077998837,13888.63,310.33,4572.18,2.24,8946.23,0,0,0,Organic,2020,HartfordSpringfield,,,,,
12/27/2020,1.20419811,320384.02,8197.45,243184.26,234.29,65204.38,0,0,0,Conventional,2020,HartfordSpringfield,,,,,
12/27/2020,1.502557287,19696.8,318.19,11236.55,1.12,8062.26,0,0,0,Organic,2020,HartfordSpringfield,,,,,
1/4/2021,1.157940764,379908.98,9975.11,282127.51,392.84,81286.07,77148.42,3672.9,22.05,Conventional,2021,HartfordSpringfield,,,,,
1/4/2021,1.439812404,21923.44,328.06,13193.1,0,8379.94,7925.3,0,0,Organic,2021,HartfordSpringfield,,,,,
1/10/2021,1.263777344,377565.46,10684.05,268300.59,242.39,91772.24,86023.65,5172.3,0,Conventional,2021,HartfordSpringfield,,,,,
1/10/2021,1.705725196,24127.58,507.59,6880.49,5.93,16623.44,10330.72,0,0,Organic,2021,HartfordSpringfield,,,,,
1/17/2021,1.217015141,392060.95,11169.23,279137.7,165.78,97240.89,92262.4,4523.4,0,Conventional,2021,HartfordSpringfield,,,,,
1/17/2021,1.956796027,19749.51,1276.26,6551.16,0,11702.93,10534.34,0,0,Organic,2021,HartfordSpringfield,,,,,
1/24/2021,1.111987382,443366.7,11821.66,330221.77,164.23,97813.71,91288.97,5931.45,0,Conventional,2021,HartfordSpringfield,,,,,
1/24/2021,1.769628894,25653.17,378.75,6359.62,0,18835.28,18593.02,0,0,Organic,2021,HartfordSpringfield,,,,,
1/31/2021,1.172056801,406611.52,10078.09,290313.55,285.27,97726.33,91140.59,6117.3,0,Conventional,2021,HartfordSpringfield,,,,,
1/31/2021,1.910931015,19666.07,349.42,7556.54,4.42,11720.18,11476.79,0,0,Organic,2021,HartfordSpringfield,,,,,
2/7/2021,1.105453711,485282.35,11933.98,359631.44,294.59,105190.63,100068.55,4570.65,0,Conventional,2021,HartfordSpringfield,,,,,
2/7/2021,1.689144326,26354.95,434.17,6898.12,0,18919.04,18504.9,0,0,Organic,2021,HartfordSpringfield,,,,,
2/14/2021,1.234606414,412766.92,10860.74,296458.83,244.47,94331.1,88267.19,5597.55,0,Conventional,2021,HartfordSpringfield,,,,,
2/14/2021,1.895024446,19412.63,293.92,7315.2,0,11773.91,11484.18,0,0,Organic,2021,HartfordSpringfield,,,,,
2/21/2021,1.279339368,375439.43,9639.31,269000.29,217.58,86638.63,80444.34,5761.35,0,Conventional,2021,HartfordSpringfield,,,,,
2/21/2021,1.727111291,23329.62,451.41,8210.35,1.12,14656.37,14296.62,0,0,Organic,2021,HartfordSpringfield,,,,,
2/28/2021,1.260199475,382104.66,9485.91,271683.02,276.65,92736.9,85424.36,6829.2,0,Conventional,2021,HartfordSpringfield,,,,,
2/28/2021,1.834536121,25702.35,332.65,7916.47,0,17453.23,17105.72,0,0,Organic,2021,HartfordSpringfield,,,,,
3/7/2021,1.252471043,407747.06,11579.87,292401.66,240.53,97409.26,89779.16,7074.44,0,Conventional,2021,HartfordSpringfield,,,,,
3/7/2021,1.936937438,20702.11,338.87,8545.11,1.12,11817.01,11536.84,0,0,Organic,2021,HartfordSpringfield,,,,,
3/14/2021,1.264180526,386937.66,10165.58,266165.77,186.9,101132.73,93931.9,6704.55,0,Conventional,2021,HartfordSpringfield,,,,,
3/14/2021,2.06373315,18914.37,359.39,6752.47,0,11777.12,11526.1,0,0,Organic,2021,HartfordSpringfield,,,,,
3/21/2021,1.233390296,400913.43,9549.96,279010.67,300.17,104446.16,94532.07,9336.14,0,Conventional,2021,HartfordSpringfield,,,,,
3/21/2021,2.07033703,16873.34,339.81,5992.71,0,10465.38,10132.15,0,0,Organic,2021,HartfordSpringfield,,,,,
3/28/2021,1.284687146,411250.96,11632.4,267573.87,150.59,121807.5,115075.69,6088.95,0,Conventional,2021,HartfordSpringfield,,,,,
3/28/2021,2.173017755,17444.3,391.79,7410.39,0,9556.99,9195.16,0,0,Organic,2021,HartfordSpringfield,,,,,
4/4/2021,1.341718277,397291.11,12587.75,281637.29,267.18,95433.02,87591.52,7336.35,0,Conventional,2021,HartfordSpringfield,,,,,
4/4/2021,2.146745936,15882.22,332.49,5763.34,0,9668.89,9398.58,0,0,Organic,2021,HartfordSpringfield,,,,,
4/11/2021,1.354981353,379882.1,10776.29,265704.43,146.53,94886.58,87395.42,6933.15,0,Conventional,2021,HartfordSpringfield,,,,,
4/11/2021,2.028287352,18299.54,213.06,8300.83,0,9684.68,9568.45,0,0,Organic,2021,HartfordSpringfield,,,,,
4/18/2021,1.228194208,453274.67,10237.89,338606.55,391.32,94943,87572.21,2853.21,4022.22,Conventional,2021,HartfordSpringfield,,,,,
4/18/2021,2.082466152,16740.39,275.94,4839.67,0,11437.83,11192.07,0,0,Organic,2021,HartfordSpringfield,,,,,
4/25/2021,1.382832085,386808.85,10040.91,277619.66,181.46,89600.36,84829.45,4065.05,229.15,Conventional,2021,HartfordSpringfield,,,,,
4/25/2021,2.138531435,16122.55,227.82,5171.78,0,10653.99,10374.55,0,0,Organic,2021,HartfordSpringfield,,,,,
5/2/2021,1.201571619,463149.69,9242.06,349489.15,271.3,98299.9,90142.8,7630.76,0,Conventional,2021,HartfordSpringfield,,,,,
5/2/2021,1.986948886,18957.88,185.7,7067.16,4.44,11588.92,11194.85,0,0,Organic,2021,HartfordSpringfield,,,,,
5/9/2021,1.332175313,412434.89,12716.38,304069.24,273.56,85344.65,78420.99,6388.2,0,Conventional,2021,HartfordSpringfield,,,,,
5/9/2021,2.165064447,17227.21,195.75,6208.19,0,10702.21,10376.69,0,0,Organic,2021,HartfordSpringfield,,,,,
5/16/2021,1.364724526,364281.97,10366.36,271860.2,353.88,74327.86,67042.05,6772.5,0,Conventional,2021,HartfordSpringfield,,,,,
5/16/2021,2.178340008,16980.07,168.83,6302.12,3.34,10392.18,10139.39,0,0,Organic,2021,HartfordSpringfield,,,,,
5/23/2021,1.429734987,396671.98,9045.7,273148.85,279.32,105849.29,97210.11,7846.65,0,Conventional,2021,HartfordSpringfield,,,,,
5/23/2021,2.159820126,17557.53,167.52,6532.84,2.23,10790.94,10582.32,0,0,Organic,2021,HartfordSpringfield,,,,,
5/30/2021,1.479500485,386378.89,10527.89,271820.44,247.47,94377.94,85270.73,7333.2,0,Conventional,2021,HartfordSpringfield,,,,,
5/30/2021,2.001543665,18967.95,258.56,7968.65,0,10608.61,9911.86,0,0,Organic,2021,HartfordSpringfield,,,,,
6/6/2021,1.439957506,389778.73,10571.79,275243.71,249.98,94430.51,85219.95,7906.5,0,Conventional,2021,HartfordSpringfield,,,,,
6/6/2021,2.163752838,17690.08,271.66,6614.63,0,10668.74,9805.73,0,0,Organic,2021,HartfordSpringfield,,,,,
6/13/2021,1.446803704,380331.67,10141.92,268793.92,259.67,91573.22,84564.85,5726.7,0,Conventional,2021,HartfordSpringfield,,,,,
6/13/2021,2.154499184,17614.87,223.76,6382.42,0,10901.67,10325.64,0,0,Organic,2021,HartfordSpringfield,,,,,
6/20/2021,1.500463133,373423.48,10594.83,282797.17,134.52,77466.93,73567.71,340.2,2400.3,Conventional,2021,HartfordSpringfield,,,,,
6/20/2021,1.8544601,9545.97,0,0,0,9446.35,8436.61,0,0,Organic,2021,HartfordSpringfield,,,,,
6/27/2021,1.382219239,392228.95,10593.41,306364.01,69.12,73203.16,69577.23,9.45,2315.25,Conventional,2021,HartfordSpringfield,,,,,
6/27/2021,1.973243666,8087.39,0,0,0,8008.58,7354.74,0,0,Organic,2021,HartfordSpringfield,,,,,
7/4/2021,1.460428613,380800.25,10129.92,282788.28,202.3,84712.71,80973.45,13.94,2466.45,Conventional,2021,HartfordSpringfield,,,,,
7/4/2021,1.920044356,8183.35,0,0,0,8107.38,7335.37,0,3.15,Organic,2021,HartfordSpringfield,,,,,
7/11/2021,1.472306414,365675.16,12046.33,266892.68,93.53,83335.08,73231.79,2724.28,1940.4,Conventional,2021,HartfordSpringfield,,,,,
7/11/2021,1.998152735,7692.93,0,0,0,7678.01,7169.36,0,0,Organic,2021,HartfordSpringfield,,,,,
7/18/2021,1.390069989,347354.78,10372.73,253663.89,194.83,77051.68,59827.83,1066.28,3241.35,Conventional,2021,HartfordSpringfield,,,,,
7/18/2021,2.176063975,16306.51,163.19,6656.41,4.44,9482.47,6911.09,2072.7,0,Organic,2021,HartfordSpringfield,,,,,
7/25/2021,1.486052407,311893.65,8720,236479.42,159.13,62852.64,53272.41,528.41,2538.9,Conventional,2021,HartfordSpringfield,,,,,
7/25/2021,2.157576464,17501.04,381.37,7158.17,0,9961.49,9218.82,438.24,0,Organic,2021,HartfordSpringfield,,,,,
8/1/2021,1.384870955,344282.65,9562.74,254994.48,1261.56,73869.85,60142.19,1377.73,758.76,Conventional,2021,HartfordSpringfield,,,,,
8/1/2021,2.123380911,15649,212.99,5342.63,1.11,10092.27,8779.37,1000.52,0,Organic,2021,HartfordSpringfield,,,,,
8/8/2021,1.466779585,327095.68,9570.8,241779.37,2099.04,67944.27,62643.59,216.56,2352.26,Conventional,2021,HartfordSpringfield,,,,,
8/8/2021,2.141126378,16060.24,191.31,5818.81,0,10050.13,8545.12,997.76,0,Organic,2021,HartfordSpringfield,,,,,
8/15/2021,1.411352054,331478.05,9663.46,238196.5,3525.61,75529.7,69581.19,3113.14,1058.4,Conventional,2021,HartfordSpringfield,,,,,
8/15/2021,1.928536173,19012.06,180.01,6125.49,0,12706.56,10359.95,1843.93,0,Organic,2021,HartfordSpringfield,,,,,
8/22/2021,1.339781297,367547.27,7964.49,278975.76,347.45,74856.14,67390.09,2622.77,2003.4,Conventional,2021,HartfordSpringfield,,,,,
8/22/2021,1.893243825,19036.38,227.26,5647.5,0,13161.63,10136.75,2243.59,0,Organic,2021,HartfordSpringfield,,,,,
8/29/2021,1.379147959,303777.51,9375.96,206972.54,165.18,83248.97,65077.52,1004.85,2649.15,Conventional,2021,HartfordSpringfield,,,,,
8/29/2021,1.914832483,20872.31,384.75,6125.49,3.33,14358.73,11512.2,2116.8,0,Organic,2021,HartfordSpringfield,,,,,
9/5/2021,1.28586697,336757.15,10913.41,241644.64,188.01,79545.72,69290.05,1272.99,324.45,Conventional,2021,HartfordSpringfield,,,,,
9/5/2021,1.910194282,18950.09,213.54,4896.15,0,13840.41,9806.79,2130.58,0,Organic,2021,HartfordSpringfield,,,,,
9/12/2021,1.381252001,284793.6,13316.99,194439.09,231.6,72372.03,66848.67,3453.19,9.45,Conventional,2021,HartfordSpringfield,,,,,
9/12/2021,1.789045433,20593.22,199.74,6669.36,0,13724.13,9445,1681.31,3.15,Organic,2021,HartfordSpringfield,,,,,
9/19/2021,1.508733828,263582.37,38651.29,151281.78,88.89,70604.3,68428.19,591.02,509.91,Conventional,2021,HartfordSpringfield,,,,,
9/19/2021,1.93830067,19522.54,552.12,6733.68,0,12236.73,8454.75,1560.04,12.6,Organic,2021,HartfordSpringfield,,,,,
9/26/2021,1.479927339,281957.65,48728.14,158898.19,91.47,72682.72,68756.22,1022.73,1601.38,Conventional,2021,HartfordSpringfield,,,,,
9/26/2021,1.977740575,16102.56,241.02,5590.68,0,10270.86,8175.1,248.06,0,Organic,2021,HartfordSpringfield,,,,,
10/3/2021,1.375951833,317460.04,55740.6,188908.94,107.66,69155.67,67789.22,18.9,0,Conventional,2021,HartfordSpringfield,,,,,
10/3/2021,1.892618789,16876.02,203.34,6143.85,0,10528.83,8519.5,201.21,0,Organic,2021,HartfordSpringfield,,,,,
10/10/2021,1.486724941,311937.1,60509.71,174477.33,153.32,72401.37,65531.62,5528.73,0,Conventional,2021,HartfordSpringfield,,,,,
10/10/2021,2.002132924,15833.46,187.13,4779.81,0,10866.53,7798.93,1320.24,0,Organic,2021,HartfordSpringfield,,,,,
10/17/2021,1.527993088,290228.36,59587,146709.09,104.99,77485.42,74945.38,1291.27,0,Conventional,2021,HartfordSpringfield,,,,,
10/17/2021,1.900413901,17431.78,293.67,6306.57,0,10831.54,7691.99,813.09,0,Organic,2021,HartfordSpringfield,,,,,
10/24/2021,1.50881773,293685.13,67821.94,152725.78,146.02,64865.34,63129.16,524.48,0,Conventional,2021,HartfordSpringfield,,,,,
10/24/2021,1.891068145,18522.14,1369.46,5335.89,0,11775.11,9134.55,669.77,0,Organic,2021,HartfordSpringfield,,,,,
10/31/2021,1.534174594,288245.22,60697.92,149047.3,88.08,72170.99,70630.26,361.63,0,Conventional,2021,HartfordSpringfield,,,,,
10/31/2021,1.961725898,17506.77,738.63,5305.68,0,11354.01,9956.55,124.03,0,Organic,2021,HartfordSpringfield,,,,,
11/7/2021,1.48618136,302185.6,25727.93,196320.48,153.77,72511.4,71446.77,62.77,0,Conventional,2021,HartfordSpringfield,,,,,
11/7/2021,1.874246069,18400.95,394.9,4963.09,0,13029.63,12378.59,2.76,0,Organic,2021,HartfordSpringfield,,,,,
11/14/2021,1.526833738,276923.58,22733.66,177258.13,137.12,69979.91,68710.42,151.61,0,Conventional,2021,HartfordSpringfield,,,,,
11/14/2021,1.918717334,16645.48,368.77,4735.63,0,11470.1,10838.93,0,0,Organic,2021,HartfordSpringfield,,,,,
11/21/2021,1.475918134,300129.79,54695.49,164952.54,209.4,73158.24,70104.65,1948.36,0,Conventional,2021,HartfordSpringfield,,,,,
11/21/2021,1.909709783,15064.86,419,3998.35,0,10564.92,10005.03,0,0,Organic,2021,HartfordSpringfield,,,,,
11/28/2021,1.489562327,252254.09,29442.85,151879.91,96,65416.23,62488.3,2093.79,0,Conventional,2021,HartfordSpringfield,,,,,
11/28/2021,1.897645643,14827.96,308.52,3459.21,0,10952.43,10398.66,0,0,Organic,2021,HartfordSpringfield,,,,,
1/15/2017,0.53,1613159.67,1134750.48,184545.5,2711.5,291152.19,242009.67,49139.19,3.33,conventional,2017,Houston,,,,,
2/5/2017,0.55,1977923.65,1026765.08,406006.03,140962.93,404189.61,316097.57,88069.82,22.22,conventional,2017,Houston,,,,,
1/8/2018,0.863532058,1060101.46,608221.91,140908.86,3291.4,68027.26,0,0,0,Conventional,2018,Houston,,,,,
1/8/2018,1.40582858,20747.06,8161.05,55,0,3546.11,0,0,0,Organic,2018,Houston,,,,,
1/14/2018,0.984658715,1019114.03,505915.71,245022.68,5396.84,80564.93,0,0,0,Conventional,2018,Houston,,,,,
1/14/2018,1.531168235,24394.13,9362.42,82.03,0,4934.61,0,0,0,Organic,2018,Houston,,,,,
1/21/2018,0.852252174,1151872.99,598774.12,126779.06,9465.94,89264.68,0,0,0,Conventional,2018,Houston,,,,,
1/21/2018,1.449600591,21839.18,6499.63,38.12,0,4673.55,0,0,0,Organic,2018,Houston,,,,,
1/28/2018,0.760851332,1250523.56,764297.37,86277.56,15748.45,101442.57,0,0,0,Conventional,2018,Houston,,,,,
1/28/2018,1.47422947,19922.41,9200.4,102.28,0,4249.35,0,0,0,Organic,2018,Houston,,,,,
2/4/2018,0.617077878,1712553.12,904159.14,217820.43,7105.63,104832.08,0,0,0,Conventional,2018,Houston,,,,,
2/4/2018,1.445292753,19769.82,8900.91,191.35,0,4733.27,0,0,0,Organic,2018,Houston,,,,,
2/11/2018,0.644950319,1347101.09,731225.99,128747.39,3963.32,98946.28,0,0,0,Conventional,2018,Houston,,,,,
2/11/2018,1.380478919,17076.17,4603,53.19,0,5430.6,0,0,0,Organic,2018,Houston,,,,,
2/18/2018,0.702995403,1270502.62,845778.18,137090.17,3646.06,102223.85,0,0,0,Conventional,2018,Houston,,,,,
2/18/2018,1.401689443,21485.69,5931.5,132.14,0,6237.53,0,0,0,Organic,2018,Houston,,,,,
2/25/2018,0.692293721,1353271.02,792442.12,105085.04,3588.05,98020.82,0,0,0,Conventional,2018,Houston,,,,,
2/25/2018,1.406908353,17616.01,5038.38,61.52,0,4927.91,0,0,0,Organic,2018,Houston,,,,,
3/4/2018,0.755827077,1183272.34,639468.38,150503.78,3468.32,88097.26,0,0,0,Conventional,2018,Houston,,,,,
3/4/2018,1.380221492,19619.52,5677.84,61.01,0,5373.19,0,0,0,Organic,2018,Houston,,,,,
3/11/2018,0.877181265,1011647.16,562589.94,137753.87,3763.7,90607.2,0,0,0,Conventional,2018,Houston,,,,,
3/11/2018,1.301337853,26079.65,7462.16,147,0,5195.1,0,0,0,Organic,2018,Houston,,,,,
3/18/2018,0.881205782,1038247.32,578362.65,158254.47,3607.32,85893.97,0,0,0,Conventional,2018,Houston,,,,,
3/18/2018,1.147036114,21748.56,6635.19,124.18,0,6540.36,0,0,0,Organic,2018,Houston,,,,,
3/25/2018,0.649876511,1509717.93,762750.84,138131.85,3806.56,86306.94,0,0,0,Conventional,2018,Houston,,,,,
3/25/2018,1.351921005,25230.66,7310.44,60.69,0,6730.94,0,0,0,Organic,2018,Houston,,,,,
4/1/2018,0.723646075,1405116.21,768967.77,172786.38,3875.99,94562.75,0,0,0,Conventional,2018,Houston,,,,,
4/1/2018,1.223327859,26918.09,7399.97,75.27,0,6329.4,0,0,0,Organic,2018,Houston,,,,,
4/8/2018,0.857395077,1085054.49,511495.49,239905.5,6132.8,88045.98,0,0,0,Conventional,2018,Houston,,,,,
4/8/2018,1.374577981,24402.03,5565.44,99.31,0,8018.98,0,0,0,Organic,2018,Houston,,,,,
4/15/2018,0.606861427,1677837.88,824457.88,143864.3,4616.14,97986.79,0,0,0,Conventional,2018,Houston,,,,,
4/15/2018,1.235016957,23266.73,5732.58,76.95,0,7731.28,0,0,0,Organic,2018,Houston,,,,,
4/22/2018,0.552699413,1684129.35,968547.09,127240.08,4793.74,89965.8,0,0,0,Conventional,2018,Houston,,,,,
4/22/2018,1.280287788,20255.31,6198.5,101.75,0,3758.21,0,0,0,Organic,2018,Houston,,,,,
4/29/2018,0.815724583,1102844.53,555456.35,214417.45,6839.52,92200.35,0,0,0,Conventional,2018,Houston,,,,,
4/29/2018,1.43223766,22173.03,5805.06,77.41,0,5982.38,0,0,0,Organic,2018,Houston,,,,,
5/6/2018,0.65840685,1672567,977401.6,133441.79,4932.71,95590.17,0,0,0,Conventional,2018,Houston,,,,,
5/6/2018,1.23568327,21182.93,6215.65,137.76,0,5739.43,0,0,0,Organic,2018,Houston,,,,,
5/13/2018,0.60988164,1483566,790556.38,142673.3,4388.5,90398.89,0,0,0,Conventional,2018,Houston,,,,,
5/13/2018,1.151912792,20496.97,5507.86,171.41,0,6944.57,0,0,0,Organic,2018,Houston,,,,,
5/20/2018,0.566287803,1648923.72,950354.5,116003.91,4053.05,86786.92,0,0,0,Conventional,2018,Houston,,,,,
5/20/2018,1.260244591,23615.1,6384.4,165.46,0,7367.85,0,0,0,Organic,2018,Houston,,,,,
5/27/2018,0.577746842,1664970.26,969787.85,162678.68,4608.4,80913.69,0,0,0,Conventional,2018,Houston,,,,,
5/27/2018,1.255405983,21797.72,5641.98,60.21,0,7237.13,0,0,0,Organic,2018,Houston,,,,,
6/3/2018,0.826672469,1129056.48,543407.08,255811.78,6286.99,85095.2,0,0,0,Conventional,2018,Houston,,,,,
6/3/2018,1.386402456,23348.94,7806.93,105.32,0,7260.23,0,0,0,Organic,2018,Houston,,,,,
6/10/2018,0.733407745,1229309.39,785832.92,151946.93,3506.62,90824.8,0,0,0,Conventional,2018,Houston,,,,,
6/10/2018,1.418037454,28593.29,10876.51,153.94,0,8014.91,0,0,0,Organic,2018,Houston,,,,,
6/17/2018,0.868260716,1143182.69,528444.18,257259.96,6099.49,94187.5,0,0,0,Conventional,2018,Houston,,,,,
6/17/2018,1.410214523,28643.77,8038.47,129.5,0,5875.93,0,0,0,Organic,2018,Houston,,,,,
6/24/2018,0.776370836,1246425.03,619440.54,149961.62,4143.08,103329.1,0,0,0,Conventional,2018,Houston,,,,,
6/24/2018,1.349230922,23153.26,6456.94,80.46,0,6929.21,0,0,0,Organic,2018,Houston,,,,,
7/1/2018,0.794271607,1197366.79,564210.4,170757.54,17604.33,122915.41,0,0,0,Conventional,2018,Houston,,,,,
7/1/2018,1.286348353,17094.89,4876,67.8,0,6462.75,0,0,0,Organic,2018,Houston,,,,,
7/8/2018,0.715372297,1494613.28,671130.45,254675.91,6310.06,136854,0,0,0,Conventional,2018,Houston,,,,,
7/8/2018,1.353407763,17066.91,5238.2,66.46,0,6550.69,0,0,0,Organic,2018,Houston,,,,,
7/15/2018,0.784719647,1231409.62,576922.95,192238.07,4209.74,132991.87,0,0,0,Conventional,2018,Houston,,,,,
7/15/2018,1.410580037,19781.78,6048.06,36.9,0,5397.66,0,0,0,Organic,2018,Houston,,,,,
7/22/2018,0.835210112,1178298.28,458945.27,264560.53,4475.54,107807.06,0,0,0,Conventional,2018,Houston,,,,,
7/22/2018,1.183366522,19480.01,4461.78,30.34,0,6417.6,0,0,0,Organic,2018,Houston,,,,,
7/29/2018,0.844970971,1121649.65,486518.01,227827.07,5787.87,90871.82,0,0,0,Conventional,2018,Houston,,,,,
7/29/2018,1.260158177,16066.67,5376.89,69.2,0,2760.45,0,0,0,Organic,2018,Houston,,,,,
8/5/2018,0.886767347,1082605.94,461935.64,279222.91,5610.64,99337.65,0,0,0,Conventional,2018,Houston,,,,,
8/5/2018,1.505516997,17661.76,6133.36,174.35,0,2811.9,0,0,0,Organic,2018,Houston,,,,,
8/12/2018,0.906751174,1057655.67,545936.97,155380.15,3614.49,106086.72,0,0,0,Conventional,2018,Houston,,,,,
8/12/2018,1.503427948,18620.87,5968.27,107.91,0,3402,0,0,0,Organic,2018,Houston,,,,,
8/19/2018,0.681151381,1463911.8,724670.16,150826.81,3733.38,105370.94,0,0,0,Conventional,2018,Houston,,,,,
8/19/2018,1.270965244,20453.9,6260.53,128.95,0,4852.05,0,0,0,Organic,2018,Houston,,,,,
8/26/2018,0.837073709,1228412.95,674257.29,170675.96,3536.07,112156.22,0,0,0,Conventional,2018,Houston,,,,,
8/26/2018,1.097161878,24989.04,7509.74,140.13,0,5584.95,0,0,0,Organic,2018,Houston,,,,,
9/2/2018,1.015219979,1038402.1,512695.02,163860.91,4390.74,127328.45,0,0,0,Conventional,2018,Houston,,,,,
